sales_value_rank,stock_code,product_description,sales_value,sales_quantity,sales_value_contribution_pct
1758,23324,RUSTIC STRAWBERRY JAM POT LARGE,807.780,397,0.008386
1759,22254,FELT TOADSTOOL LARGE,806.800,633,0.008376
1760,22706,WRAP COWBOYS,805.940,1957,0.008367
1761,23186,FRENCH STYLE STORAGE JAR CAFE,803.800,1928,0.008344
1762,20986,BLUE CALCULATOR RULER,803.650,637,0.008343
1763,22814,CARD PARTY GAMES,803.450,1906,0.008341
1764,23479,WIRE EGG BASKET,802.470,105,0.008331
1765,22268,DECORATION SITTING BUNNY,802.340,2009,0.008329
1766,85169A,IVORY LOVE BIRD CANDLE,801.930,807,0.008325
1767,22093,MOTORING TISSUE BOX,799.900,1773,0.008304
1768,22343,PARTY PIZZA DISH RED RETROSPOT,799.770,1602,0.008303
1769,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,799.240,278,0.008297
1770,23106,ZINC HEARTS PLANT POT HOLDER,797.420,268,0.008278
1771,22438,BALLOON ART MAKE YOUR OWN FLOWERS,794.590,412,0.008249
1772,23519,EMBROIDERED RIBBON REEL CLAIRE,792.310,224,0.008225
1773,23564,EGG CUP MILKMAID INGRID,789.290,614,0.008194
1774,23551,PACK OF 12 PAISLEY PARK TISSUES,787.610,1723,0.008176
1775,20839,FRENCH PAISLEY CUSHION COVER,785.550,542,0.008155
1776,84006,MAGIC TREE -PAPER FLOWERS,784.100,842,0.00814
1777,22518,CHILDS GARDEN BRUSH BLUE,783.540,363,0.008134
1778,79191C,RETRO PLASTIC ELEPHANT TRAY,781.930,1069,0.008117
1779,21789,KIDS RAIN MAC PINK,781.620,900,0.008114
1780,85159A,"BLACK TEA,COFFEE,SUGAR JARS",781.400,452,0.008112
1781,22068,BLACK PIRATE TREASURE CHEST,781.390,356,0.008112
1782,22099,CARAVAN SQUARE TISSUE BOX,779.980,1419,0.008097
1783,79160,HEART SHAPE WIRELESS DOORBELL,779.030,436,0.008087
1784,21272,SALLE DE BAIN HOOK,777.570,548,0.008072
1785,84509C,SET OF 4 POLKADOT PLACEMATS,776.400,167,0.00806
1786,22451,SILK PURSE BABUSHKA RED,775.800,222,0.008054
1787,23472,NINE DRAWER OFFICE TIDY,774.820,50,0.008044
1788,84279B,CHERRY BLOSSOM DECORATIVE FLASK,774.700,192,0.008042
1789,22546,MINI JIGSAW PURDEY,773.290,1976,0.008028
1790,22522,CHILDS GARDEN FORK BLUE,771.740,929,0.008012
1791,22705,WRAP GREEN PEARS,769.860,1833,0.007992
1792,21618,4 WILDFLOWER BOTANICAL CANDLES,768.370,404,0.007977
1793,22228,BUNNY WOODEN PAINTED WITH BIRD,766.470,971,0.007957
1794,22685,FRENCH BLUE METAL DOOR SIGN 0,766.440,583,0.007957
1795,23140,TRIPLE WIRE HOOK IVORY HEART,766.100,182,0.007953
1796,23487,SWEET HEART CAKE CARRIER,765.730,77,0.007949
1797,22587,FELTCRAFT HAIRBAND RED AND BLUE,764.920,850,0.007941
1798,23521,WALL ART CAT AND BIRD,763.170,407,0.007923
1799,85032A,ROMANTIC IMAGES GIFT WRAP SET,762.830,771,0.007919
1800,22118,JOY WOODEN BLOCK LETTERS,762.000,140,0.007911
1801,21905,MORE BUTTER METAL SIGN,761.470,686,0.007905
1802,21530,DAIRY MAID TOASTRACK,761.410,773,0.007904
1803,85135C,RED DRAGONFLY HELICOPTER,760.980,94,0.0079
1804,85125,SMALL ROUND CUT GLASS CANDLESTICK,760.390,161,0.007894
1805,10002,INFLATABLE POLITICAL GLOBE,759.890,860,0.007889
1806,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,759.820,442,0.007888
1807,85130B,BEADED CRYSTAL HEART GREEN LARGE,759.640,833,0.007886
1808,84819,DANISH ROSE ROUND SEWING BOX,758.810,593,0.007877
1809,85163B,BLACK BAROQUE WALL CLOCK,758.720,83,0.007876
1810,23006,TRAVEL CARD WALLET FLOWER MEADOW,758.590,1752,0.007875
1811,21927,BLUE/CREAM STRIPE CUSHION COVER,757.400,612,0.007863
1812,22454,MEASURING TAPE BABUSHKA RED,757.020,266,0.007859
1813,23409,PHOTO FRAME LINEN AND LACE LARGE,756.680,203,0.007855
1814,21162,TOXIC AREA  DOOR HANGER,756.420,1398,0.007853
1815,22480,RED TEA TOWEL CLASSIC DESIGN,755.960,630,0.007848
1816,21158,MOODY GIRL DOOR HANGER,755.840,1432,0.007847
1817,21462,"NURSERY A,B,C PAINTED LETTERS",754.950,107,0.007837
1818,21287,SCENTED VELVET LOUNGE CANDLE,754.450,1775,0.007832
1819,22336,DOVE DECORATION PAINTED ZINC,754.030,2381,0.007828
1820,21084,SET/6 COLLAGE PAPER CUPS,753.820,2542,0.007826
1821,23550,WRAP ALPHABET POSTER,752.600,1830,0.007813
1822,85231B,CINAMMON SET OF 9 T-LIGHTS,752.390,842,0.007811
1823,21983,PACK OF 12 BLUE PAISLEY TISSUES,752.350,2245,0.00781
1824,23017,APOTHECARY MEASURING JAR,751.400,64,0.0078
1825,23124,18PC WOODEN CUTLERY SET DISPOSABLE,751.380,567,0.0078
1826,84519B,CARROT CHARLIE+LOLA COASTER SET,751.260,457,0.007799
1827,20748,KENSINGTON COFFEE SET,751.170,57,0.007798
1828,22025,RING OF ROSES BIRTHDAY CARD,751.030,1817,0.007797
1829,22133,PINK LOVE HEART SHAPE CUP,750.540,795,0.007792
1830,21504,SKULLS GREETING CARD,748.650,1819,0.007772
1831,84660B,BLACK STITCHED WALL CLOCK,748.360,709,0.007769
1832,84763,ZINC FINISH 15CM PLANTER POTS,748.340,601,0.007769
1833,22322,BIRD DECORATION GREEN POLKADOT,747.810,820,0.007763
1834,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,747.750,435,0.007763
1835,21680,WOODLAND  STICKERS,747.560,827,0.007761
1836,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,746.570,631,0.00775
1837,17084R,ASSORTED INCENSE PACK,745.200,3960,0.007736
1838,22258,FELT FARM ANIMAL RABBIT,743.890,912,0.007723
1839,21643,ASSORTED TUTTI FRUTTI MIRROR,743.310,550,0.007717
1840,21215,IVORY PAPER CUP CAKE CASES,742.550,1085,0.007709
1841,23325,RUSTIC STRAWBERRY JAM POT SMALL,740.940,462,0.007692
1842,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,740.540,827,0.007688
1843,23282,FOLDING BUTTERFLY MIRROR IVORY,739.750,800,0.00768
1844,22523,CHILDS GARDEN FORK PINK,738.980,851,0.007672
1845,22316,200 BENDY SKULL STRAWS,738.620,657,0.007668
1846,84609,TALL ROCOCO CANDLE HOLDER,736.590,89,0.007647
1847,21383,PACK OF 12 STICKY BUNNIES,736.580,973,0.007647
1848,23025,DRAWER KNOB VINTAGE GLASS BALL,735.840,338,0.007639
1849,84913B,MINT GREEN ROSE TOWEL,735.470,192,0.007635
1850,22264,FELT FARM ANIMAL WHITE BUNNY,735.350,1560,0.007634
1851,22786,CUSHION COVER PINK UNION JACK,735.230,107,0.007633
1852,72799E,IVORY PILLAR CANDLE SILVER FLOCK,735.170,243,0.007632
1853,79030G,TUMBLER NEW ENGLAND,733.490,1403,0.007615
1854,85212,MINI PAINTED GARDEN DECORATION,733.190,2427,0.007611
1855,23123,COCKTAIL SWORDS 50 PIECES,733.070,905,0.00761
1856,84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,732.230,66,0.007601
1857,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,731.200,385,0.007591
1858,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,730.930,213,0.007588
1859,23335,EGG FRYING PAN IVORY,730.550,351,0.007584
1860,21398,RED POLKADOT COFFEE  MUG,729.600,1532,0.007574
1861,22856,ASSORTED EASTER DECORATIONS  BELLS,729.570,569,0.007574
1862,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,727.690,817,0.007554
1863,23460,SWEETHEART WALL TIDY,726.350,73,0.00754
1864,22586,FELTCRAFT HAIRBAND PINK AND BLUE,725.950,808,0.007536
1865,84754,S/15 SILVER GLASS BAUBLES IN BAG,725.520,558,0.007532
1866,23498,CLASSIC BICYCLE CLIPS,724.850,517,0.007525
1867,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,724.060,152,0.007517
1868,21677,HEARTS  STICKERS,722.960,823,0.007505
1869,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,722.470,529,0.0075
1870,79067,CORONA MEXICAN TRAY,719.690,172,0.007471
1871,21126,SET OF 6 GIRLS CELEBRATION CANDLES,718.950,568,0.007464
1872,22287,DECORATION WOBBLY CHICKEN,716.470,793,0.007438
1873,21883,STARS GIFT TAPE,716.320,1639,0.007436
1874,23338,EGG FRYING PAN RED,714.490,336,0.007417
1875,22718,CARD CAT AND TREE,712.190,1621,0.007393
1876,22684,FRENCH BLUE METAL DOOR SIGN 9,711.710,520,0.007388
1877,22400,MAGNETS PACK OF 4 HOME SWEET HOME,710.910,1357,0.00738
1878,21189,WHITE HONEYCOMB PAPER GARLAND,709.220,286,0.007363
1879,21630,FLOOR CUSHION ELEPHANT CARNIVAL,709.190,68,0.007362
1880,21289,LARGE STRIPES CHOCOLATE GIFT BAG,707.500,566,0.007345
1881,21143,ANTIQUE GLASS HEART DECORATION,707.230,327,0.007342
1882,21775,DECORATIVE FLORE BATHROOM BOTTLE,707.020,511,0.00734
1883,23522,WALL ART DOG AND BALL,705.400,340,0.007323
1884,85131D,BEADED CRYSTAL HEART PINK ON STICK,705.280,832,0.007322
1885,79066K,RETRO MOD TRAY,704.780,791,0.007317
1886,22821,GIFT BAG PSYCHEDELIC APPLES,701.120,1142,0.007279
1887,22026,BANQUET BIRTHDAY  CARD,700.400,1624,0.007271
1888,85049D,BRIGHT BLUES RIBBONS,699.910,549,0.007266
1889,21476,STEEL SWEETHEART ROUND TABLE CREAM,699.630,41,0.007263
1890,23115,RED APPLES CHOPPING BOARD,699.240,140,0.007259
1891,79164,BLACK WINE GLASS,697.620,1666,0.007242
1892,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,696.800,1932,0.007234
1893,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,696.720,236,0.007233
1894,85032B,BLOSSOM IMAGES GIFT WRAP SET,696.080,729,0.007226
1895,23187,FRENCH STYLE STORAGE JAR BONBONS,695.060,2338,0.007216
1896,22753,SMALL YELLOW BABUSHKA NOTEBOOK,693.350,758,0.007198
1897,23223,CHRISTMAS TREE HANGING SILVER,692.480,744,0.007189
1898,21066,VINTAGE RED MUG,692.220,701,0.007186
1899,20996,JAZZ HEARTS ADDRESS BOOK,690.910,3005,0.007173
1900,22481,BLACK TEA TOWEL CLASSIC DESIGN,688.950,686,0.007152
1901,23070,EDWARDIAN HEART PHOTO FRAME,688.800,156,0.007151
1902,22981,PANTRY APPLE CORER,688.160,461,0.007144
1903,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,687.030,58,0.007132
1904,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,686.860,112,0.00713
1905,84581,DOG TOY WITH PINK CROCHET SKIRT,686.450,181,0.007126
1906,20866,BLUE ROSE FABRIC MIRROR,685.060,586,0.007112
1907,22217,T-LIGHT HOLDER HANGING LACE,683.750,474,0.007098
1908,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,683.740,76,0.007098
1909,23114,VINTAGE LEAF CHOPPING BOARD,683.500,138,0.007096
1910,21636,MADRAS NOTEBOOK MEDIUM,683.410,884,0.007095
1911,22339,CHRISTMAS TREE PAINTED ZINC,683.310,2468,0.007094
1912,21208,PASTEL COLOUR HONEYCOMB FAN,682.950,902,0.00709
1913,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,682.280,762,0.007083
1914,35923,CANDY HEART HANGING DECORATION,681.160,1294,0.007071
1915,21163,DO NOT TOUCH MY STUFF DOOR HANGER,680.550,1196,0.007065
1916,85019B,BLOSSOM  IMAGES NOTEBOOK SET,680.470,510,0.007064
1917,22403,MAGNETS PACK OF 4 VINTAGE LABELS,679.530,1297,0.007054
1918,23120,PACK OF 6 SMALL FRUIT STRAWS,679.130,1679,0.00705
1919,16235,RECYCLED PENCIL WITH RABBIT ERASER,678.600,3012,0.007045
1920,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,677.860,583,0.007037
1921,84659A,WHITE TRAVEL ALARM CLOCK,676.270,280,0.007021
1922,85032C,CURIOUS IMAGES GIFT WRAP SET,675.560,641,0.007013
1923,40001,WHITE BAMBOO RIBS LAMPSHADE,675.230,821,0.00701
1924,22201,FRYING PAN BLUE POLKADOT,674.760,165,0.007005
1925,21205,MULTICOLOUR 3D BALLS GARLAND,674.640,252,0.007004
1926,22136,LOVE HEART SOCK HANGER,672.700,376,0.006983
1927,21696,SMALL SILVER TRELLIS CANDLEPOT,672.400,224,0.00698
1928,22618,COOKING SET RETROSPOT,671.530,69,0.006971
1929,23222,CHRISTMAS TREE HANGING GOLD,669.740,746,0.006953
1930,21261,GREEN GOOSE FEATHER CHRISTMAS TREE,669.140,186,0.006947
1931,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,668.240,1248,0.006937
1932,23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.850,255,0.006933
1933,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,665.200,548,0.006906
1934,22340,NOEL GARLAND PAINTED ZINC,664.110,1242,0.006894
1935,22324,BLUE POLKADOT KIDS BAG,663.520,280,0.006888
1936,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,661.930,227,0.006872
1937,22422,TOOTHPASTE TUBE PEN,660.900,735,0.006861
1938,23598,PAPER BUNTING VINTAGE PARTY,660.030,217,0.006852
1939,23042,PAPER LANTERN 7 POINT SNOW STAR,658.330,97,0.006834
1940,22450,SILK PURSE BABUSHKA BLUE,657.760,194,0.006828
1941,21629,SQUARE FLOOR CUSHION VINTAGE RED,656.150,69,0.006812
1942,22535,MAGIC DRAWING SLATE BUNNIES,654.630,1727,0.006796
1943,22267,EASTER DECORATION EGG BUNNY,654.060,787,0.00679
1944,20658,RED RETROSPOT LUGGAGE TAG,652.110,433,0.00677
1945,37475,SET/4 COLOURFUL MIXING BOWLS,652.030,69,0.006769
1946,22525,CHILDRENS GARDEN GLOVES PINK,648.970,489,0.006737
1947,21187,WHITE BELL HONEYCOMB PAPER GARLAND,648.450,369,0.006732
1948,21356,TOAST ITS - FAIRY FLOWER,647.690,575,0.006724
1949,22514,CHILDS GARDEN SPADE BLUE,646.630,288,0.006713
1950,21739,COSY SLIPPER SHOES SMALL GREEN,646.010,231,0.006706
1951,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,645.860,501,0.006705
1952,22097,SWALLOW SQUARE TISSUE BOX,645.810,1374,0.006704
1953,22715,CARD WEDDING DAY,645.640,1543,0.006703
1954,21747,SMALL SKULL WINDMILL,645.610,485,0.006702
1955,35001G,HAND OPEN SHAPE GOLD,643.590,171,0.006681
1956,22615,PACK OF 12 CIRCUS PARADE TISSUES,643.320,2040,0.006678
1957,23454,THREE MINI HANGING FRAMES,641.910,153,0.006664
1958,22533,MAGIC DRAWING SLATE BAKE A CAKE,641.870,1776,0.006663
1959,22495,SET OF 2 ROUND TINS CAMEMBERT,641.400,184,0.006659
1960,22204,MILK PAN BLUE POLKADOT,640.790,174,0.006652
1961,84789,ENCHANTED BIRD PLANT CAGE,640.720,186,0.006651
1962,35810A,ENAMEL PINK COFFEE CONTAINER,640.090,633,0.006645
1963,84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.360,360,0.006637
1964,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,637.560,2412,0.006619
1965,90200D,PINK SWEETHEART BRACELET,636.670,154,0.006609
1966,21054,"NURSE'S BAG SOFT TOY",634.530,70,0.006587
1967,21784,SHOE SHINE BOX,633.070,57,0.006572
1968,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,632.830,63,0.00657
1969,85177,BASKET OF FLOWERS SEWING KIT,631.950,804,0.00656
1970,84596L,BISCUITS SMALL BOWL LIGHT BLUE,631.840,1255,0.006559
1971,21650,ASSORTED TUTTI FRUTTI BRACELET,630.190,2456,0.006542
1972,20767,BLUE PAISLEY JOURNAL,628.290,241,0.006522
1973,23458,DOLLY CABINET 3 DRAWERS,627.900,42,0.006518
1974,21351,CINAMMON & ORANGE WREATH,627.550,97,0.006515
1975,22393,PAPERWEIGHT VINTAGE COLLAGE,627.230,264,0.006511
1976,84817,DANISH ROSE DECORATIVE PLATE,626.640,740,0.006505
1977,79163,BLACK CHAMPAGNE GLASS,626.550,1529,0.006504
1978,84923,PINK BUTTERFLY HANDBAG W BOBBLES,626.190,151,0.006501
1979,22194,BLACK DINER WALL CLOCK,625.690,66,0.006495
1980,84665,SQUARE CHERRY BLOSSOM CABINET,624.750,105,0.006486
1981,85199L,LARGE HANGING IVORY & RED WOOD BIRD,624.430,917,0.006482
1982,23216,LAUREL HEART ANTIQUE GOLD,623.270,520,0.00647
1983,84086C,PINK/PURPLE RETRO RADIO,622.270,218,0.00646
1984,22520,CHILDS GARDEN TROWEL BLUE,622.100,719,0.006458
1985,17021,NAMASTE SWAGAT INCENSE,621.540,2355,0.006452
1986,16225,RATTLE SNAKE EGGS,621.220,708,0.006449
1987,20735,BLACK MINI TAPE MEASURE,620.700,617,0.006444
1988,85141,JARDIN ETCHED GLASS FRUITBOWL,619.940,120,0.006436
1989,21426,WOODLAND STORAGE BOX SMALL,619.620,255,0.006432
1990,84637,KITCHEN FLOWER POTS WALL PLAQUE,619.590,116,0.006432
1991,22559,SEASIDE FLYING DISC,619.150,502,0.006428
1992,21317,GLASS SPHERE CANDLE STAND MEDIUM,618.680,99,0.006423
1993,21473,SWEETHEART CREAM STEEL TABLE RECT,618.660,27,0.006422
1994,22067,CHOC TRUFFLE GOLD TRINKET POT,618.340,356,0.006419
1995,21808,"CHRISTMAS GARLAND STARS,TREES",618.000,174,0.006416
1996,23408,PHOTO FRAME LINEN AND LACE SMALL,617.760,297,0.006413
1997,22035,VINTAGE CARAVAN GREETING CARD,617.320,1452,0.006409
1998,46776B,WOVEN BERRIES CUSHION COVER,616.080,146,0.006396
1999,21446,12 RED ROSE PEG PLACE SETTINGS,615.920,437,0.006394
2000,23568,EGG CUP HENRIETTA HEN CREAM,615.620,477,0.006391
2001,22288,HANGING METAL RABBIT DECORATION,614.450,472,0.006379
2002,21171,BATHROOM METAL SIGN,613.140,438,0.006365
2003,23019,SMALL APOTHECARY MEASURING JAR,612.550,79,0.006359
2004,23018,LARGE APOTHECARY MEASURING JAR,612.160,51,0.006355
2005,22021,BLUE FELT EASTER EGG BASKET,610.450,365,0.006337
2006,23547,WRAP FLOWER SHOP,609.000,1450,0.006322
2007,20772,GARDEN PATH JOURNAL,608.580,243,0.006318
2008,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,608.330,620,0.006315
2009,22396,MAGNETS PACK OF 4 RETRO PHOTO,608.020,1174,0.006312
2010,21769,VINTAGE POST OFFICE CABINET,607.650,11,0.006308
2011,20704,MR ROBOT SOFT TOY,607.500,180,0.006307
2012,21822,GLITTER CHRISTMAS TREE WITH BELLS,605.590,597,0.006287
2013,23456,MEDIUM PARLOUR PICTURE FRAME,605.050,151,0.006281
2014,22389,PAPERWEIGHT SAVE THE PLANET,604.550,290,0.006276
2015,22116,METAL SIGN HIS DINNER IS SERVED,604.270,562,0.006273
2016,22269,EGG CUP NATURAL CHICKEN,604.090,898,0.006271
2017,72232,FENG SHUI PILLAR CANDLE,602.870,3173,0.006259
2018,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,602.280,132,0.006252
2019,85017B,ENVELOPE 50 BLOSSOM IMAGES,600.290,1077,0.006232
2020,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,600.270,333,0.006232
2021,21684,SMALL MEDINA STAMPED METAL BOWL,599.440,758,0.006223
2022,22057,CERAMIC PLATE STRAWBERRY DESIGN,599.280,408,0.006221
2023,21014,SWISS CHALET TREE DECORATION,598.820,1385,0.006217
2024,23482,PEARLISED IVORY HEART LARGE,598.320,380,0.006211
2025,21865,PINK UNION JACK  PASSPORT COVER,598.210,265,0.00621
2026,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,595.850,525,0.006186
2027,22515,CHILDS GARDEN SPADE PINK,594.390,261,0.006171
2028,22420,LIPSTICK PEN BABY PINK,594.180,1302,0.006168
2029,22359,GLASS JAR KINGS CHOICE,594.080,180,0.006167
2030,21448,12 DAISY PEGS IN WOOD BOX,592.620,344,0.006152
2031,22247,BUNNY DECORATION MAGIC GARDEN,591.440,668,0.00614
2032,20840,FRENCH FLORAL CUSHION COVER,590.150,492,0.006127
2033,46776A,WOVEN BUBBLE GUM CUSHION COVER,590.000,140,0.006125
2034,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,589.900,362,0.006124
2035,23180,"MUM'S KITCHEN CLOCK",588.850,108,0.006113
2036,23224,CHERUB HEART DECORATION GOLD,588.700,674,0.006111
2037,35971,ROSE FOLKART HEART DECORATIONS,588.590,456,0.00611
2038,23471,SIX DRAWER OFFICE TIDY,586.940,62,0.006093
2039,21159,MOODY BOY  DOOR HANGER,586.410,1094,0.006088
2040,21581,SKULLS  DESIGN  COTTON TOTE BAG,585.710,251,0.00608
2041,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,585.080,454,0.006074
2042,22825,DECORATIVE PLANT POT WITH FRIEZE,584.370,73,0.006067
2043,22806,SET OF 6 T-LIGHTS WEDDING CAKE,584.340,194,0.006066
2044,85144,JARDIN ETCHED GLASS CHEESE DISH,582.700,220,0.006049
2045,22448,PIN CUSHION BABUSHKA RED,582.480,162,0.006047
2046,22255,FELT TOADSTOOL  SMALL,582.230,605,0.006044
2047,22266,EASTER DECORATION HANGING BUNNY,581.410,1811,0.006036
2048,21096,SET/6 FRUIT SALAD  PAPER PLATES,579.430,1257,0.006015
2049,22233,JIGSAW RABBIT AND BIRDHOUSE,579.070,553,0.006011
2050,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,578.160,1028,0.006002
2051,21253,SET OF PICTURE FRAME  STICKERS,578.050,131,0.006001
2052,23492,VINTAGE JINGLE BELLS WREATH,577.630,69,0.005997
2053,84352,SILVER CHRISTMAS TREE BAUBLE STAND,577.350,34,0.005994
2054,21292,SMALL STRIPES CHOCOLATE GIFT BAG,576.270,771,0.005982
2055,23537,WALL ART I LOVE LONDON,576.180,110,0.005981
2056,22232,JIGSAW TOADSTOOLS 3 PIECE,575.550,641,0.005975
2057,23125,6PC WOOD PLATE SET DISPOSABLE,574.880,459,0.005968
2058,23520,EMBROIDERED RIBBON REEL RUBY,574.300,160,0.005962
2059,20702,PINK PADDED MOBILE,573.540,134,0.005954
2060,21468,BUTTERFLY CROCHET FOOD COVER,572.230,148,0.00594
2061,22337,ANGEL DECORATION PAINTED ZINC,571.940,908,0.005937
2062,22756,LARGE YELLOW BABUSHKA NOTEBOOK,571.710,424,0.005935
2063,21277,FRENCH STYLE EMBOSSED HEART CABINET,571.430,26,0.005932
2064,84748,FOLK FELT HANGING MULTICOL GARLAND,570.860,204,0.005926
2065,21251,DINOSAUR HEIGHT CHART STICKER SET,568.980,182,0.005907
2066,85161,ACRYLIC GEOMETRIC LAMP,568.650,35,0.005903
2067,20932,PINK POT PLANT CANDLE,567.620,165,0.005893
2068,22820,GIFT BAG BIRTHDAY,566.790,927,0.005884
2069,21488,RED WHITE SCARF  HOT WATER BOTTLE,566.170,69,0.005878
2070,22260,FELT EGG COSY BLUE RABBIT,566.030,545,0.005876
2071,20764,ABSTRACT CIRCLES SKETCHBOOK,565.930,135,0.005875
2072,22482,BLUE TEA TOWEL CLASSIC DESIGN,565.860,478,0.005874
2073,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,565.550,265,0.005871
2074,22272,FELTCRAFT DOLL MARIA,564.920,196,0.005865
2075,85130D,BEADED CRYSTAL HEART PINK LARGE,562.970,557,0.005844
2076,85032D,YULETIDE IMAGES GIFT WRAP SET,561.340,687,0.005827
2077,84912A,PINK ROSE WASHBAG,560.620,156,0.00582
2078,85016,SET OF 6 VINTAGE NOTELETS KIT,560.110,563,0.005815
2079,72598,SET/12 TAPER CANDLES,559.630,559,0.00581
2080,85163A,WHITE BAROQUE WALL CLOCK,559.000,66,0.005803
2081,71279,PINK GLASS CANDLEHOLDER,558.370,175,0.005797
2082,84569D,PACK 6 HEART/ICE-CREAM PATCHES,558.160,466,0.005794
2083,90062,CARNIVAL BRACELET,558.030,44,0.005793
2084,21662,VINTAGE GLASS COFFEE CADDY,557.300,86,0.005785
2085,23377,PACK OF 12 DOLLY GIRL TISSUES,557.110,1301,0.005784
2086,85187,S/12 MINI RABBIT EASTER,556.530,337,0.005777
2087,21576,LETS GO SHOPPING COTTON TOTE BAG,553.380,239,0.005745
2088,17129F,BLUE GLASS GEMS IN BAG,552.200,587,0.005733
2089,23453,OVAL  MINI PORTRAIT FRAME,551.630,283,0.005727
2090,35965,FOLKART HEART NAPKIN RINGS,551.130,366,0.005721
2091,21219,SET/4 BADGES BALLOON GIRL,550.750,443,0.005717
2092,21397,BLUE POLKADOT EGG CUP,550.430,1075,0.005714
2093,21675,BUTTERFLIES STICKERS,548.280,610,0.005692
2094,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,545.630,472,0.005664
2095,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,545.240,325,0.00566
2096,85172,HYACINTH BULB T-LIGHT CANDLES,543.760,1266,0.005645
2097,23069,EDWARDIAN PHOTO FRAME,543.710,86,0.005644
2098,21264,WHITE GOOSE FEATHER TREE 60CM,542.400,268,0.005631
2099,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,541.460,244,0.005621
2100,22642,SET OF 4 NAPKIN CHARMS STARS,541.410,210,0.005621
2101,85180B,PINK HEARTS LIGHT CHAIN,540.700,261,0.005613
2102,23549,WRAP BIRD GARDEN,537.600,1280,0.005581
2103,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.410,449,0.005569
2104,23016,GLASS TWIST BON BON JAR,536.000,69,0.005564
2105,84598,BOYS ALPHABET IRON ON PATCHES,535.960,1951,0.005564
2106,85088,CANDY SPOT HAND BAG,534.830,259,0.005552
2107,21849,SILVER DIAMANTE PEN IN GIFT BOX,534.080,170,0.005544
2108,22717,CARD DOG AND BALL,533.290,1226,0.005536
2109,21194,PINK  HONEYCOMB PAPER FAN,533.220,463,0.005536
2110,82613D,METAL SIGN CUPCAKE SINGLE HOOK,532.990,695,0.005533
2111,85019A,ROMANTIC IMAGES NOTEBOOK SET,531.850,388,0.005521
2112,22261,FELT EGG COSY WHITE RABBIT,531.670,571,0.005519
2113,22023,EMPIRE BIRTHDAY CARD,531.190,1191,0.005514
2114,21128,GOLD FISHING GNOME,531.000,60,0.005512
2115,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,530.990,423,0.005512
2116,35241,ENAMEL BLUE RIM BISCUIT BIN,530.490,103,0.005507
2117,21801,CHRISTMAS TREE DECORATION WITH BELL,530.260,1251,0.005505
2118,23565,EGG CUP MILKMAID HELGA,529.250,375,0.005494
2119,75131,METAL TUBE CHIME ON BAMBOO,529.210,490,0.005494
2120,23381,PACK OF 12 VINTAGE LEAF TISSUES,528.210,1415,0.005483
2121,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,527.850,69,0.00548
2122,22521,CHILDS GARDEN TROWEL PINK,525.510,609,0.005455
2123,35809A,ENAMEL PINK TEA CONTAINER,525.390,429,0.005454
2124,85136A,YELLOW SHARK HELICOPTER,524.710,65,0.005447
2125,85135B,BLUE DRAGONFLY HELICOPTER,524.550,65,0.005445
2126,47310M,SMALL POP BOX FUNKY MONKEY,523.660,375,0.005436
